data_hora	user_name	title	id	viewer_count	language	game_id
21/05/2026 19:13:59	Jynxzi	[507/730] 🟨 GAME NIGHT w JOE RON & DANTES 🟨	317836824023	51041	en	509658
21/05/2026 19:13:59	vabzp	streamers we are here for you	316129485140	42392	en	509658
21/05/2026 19:13:59	Tumblurr	🤣STALLIONS AL MONDIALE🔥DRAMA🔥DRAMA🔥DRAMA🔥	315560520017	37701	it	509658
21/05/2026 19:13:59	FaZeBanks	LIVE W/ GREG OSURI & MAYNE: Market Bubble EP 4 - Presented by @Polymarket	319509743579	32630	en	509658
21/05/2026 19:13:59	HasanAbi	DNC AUTOPSY🤬ISRAELxIRAN DRAMA!🤬TRUMP J6 SLUSH FUND🤬MOSQUE SHOOTER BACKGROUND🤬EF DAY 83🤬US INDICTS 94YO CASTRO TO INVADE CUBA🤬	317182651608	30457	en	509658
21/05/2026 19:13:59	mooda	💣 NOT GETTING OFF UNTIL I HIT RADIANT -> ROAD TO BRONZE IN LEAGUE OF LEGENDS 💣	318770291552	29899	en	516575
21/05/2026 19:13:59	eliasn97	Golfen mit den Jungs⛳️🔥  | !iconleague !lyora !doku !eligella !gaming	316802100324	27326	de	491381
21/05/2026 19:13:59	stableronaldo	🟨 LIFE IS GREAT 🟨 JOE X RON X JYNXZI X DANTES TODAY 🟨 COOKING WITH IGUMDROP TOMORROW 🟨  [twitter/insta stableronaldo] !po !com !sub	318770588640	25734	en	509658
21/05/2026 19:13:59	Dantes	6 DAYS LEFT OR ELSE... - VARIETY GAMING w/ Jynxzi, StableRonaldo & Joe Bartolozzi @ 5PM EST	319507219035	21410	en	509658
21/05/2026 19:13:59	jasontheween	🔴DUO CO-ED VAL TOURNEY🔴RIPTIDE BEAST🔴LETS GO🔴EPICNESS🔴YAY🔴	317836784215	21333	en	509658
21/05/2026 19:13:59	anarabdullaev	Еду забирать фанатку	317359804389	19036	ru	509672
21/05/2026 19:13:59	JLTomy	Les ZANIMALS vont enfin avoir leur première voiture ??	316821440611	18312	fr	32982
21/05/2026 19:13:59	Joe_Bartolozzi	RANDOM GAMES INTO FRIENDSLOP W JUNKO RON AND DANTES JOIN JOIN JOIN	318693167836	14206	en	509658
21/05/2026 19:13:59	ramzes	Король вернулся в матчмейкинг ! | !tg !win !playerok	317356673381	12934	ru	29595
21/05/2026 19:13:59	RealKatieB	cue es em pee !socials	319508988123	12846	en	1422023940
